left_eye_left_side_white,left_eye_right_side_white,right_eye_left_side_white,right_eye_right_side_white,left_ratio,right_ratio,eye_ratio
5,47,23,58,0.11,0.11,0.11
1,51,21,67,0.02,0.02,0.02
5,48,18,49,0.1,0.1,0.1
5,43,21,61,0.12,0.12,0.12
7,48,14,62,0.15,0.15,0.15
3,48,18,57,0.06,0.06,0.06
1,47,20,46,0.02,0.02,0.02
17,19,44,49,0.89,0.89,0.89
25,21,51,49,1.19,1.19,1.19
19,22,51,43,0.86,0.86,0.86
22,22,55,47,1.0,1.0,1.0
23,22,54,39,1.05,1.05,1.05
21,27,53,55,0.78,0.78,0.78
25,21,51,53,1.19,1.19,1.19
24,23,55,48,1.04,1.04,1.04
22,25,50,48,0.88,0.88,0.88
19,24,50,53,0.79,0.79,0.79
23,21,53,48,1.1,1.1,1.1
19,23,47,39,0.83,0.83,0.83
21,19,49,45,1.11,1.11,1.11
23,22,52,50,1.05,1.05,1.05
20,24,49,54,0.83,0.83,0.83
20,20,55,49,1.0,1.0,1.0
21,25,51,50,0.84,0.84,0.84
19,24,54,50,0.79,0.79,0.79
21,25,55,47,0.84,0.84,0.84
20,25,49,55,0.8,0.8,0.8
18,26,54,44,0.69,0.69,0.69
17,22,49,56,0.77,0.77,0.77
21,27,51,41,0.78,0.78,0.78
20,19,51,49,1.05,1.05,1.05
22,22,50,56,1.0,1.0,1.0
21,22,52,48,0.95,0.95,0.95
22,25,54,50,0.88,0.88,0.88
23,28,46,46,0.82,0.82,0.82
18,29,49,39,0.62,0.62,0.62
22,19,50,61,1.16,1.16,1.16
17,27,51,48,0.63,0.63,0.63
18,27,50,45,0.67,0.67,0.67
15,23,50,50,0.65,0.65,0.65
18,26,47,48,0.69,0.69,0.69
13,26,48,51,0.5,0.5,0.5
21,25,46,46,0.84,0.84,0.84
19,24,51,48,0.79,0.79,0.79
20,25,48,56,0.8,0.8,0.8
19,25,51,45,0.76,0.76,0.76
19,28,49,59,0.68,0.68,0.68
21,27,51,56,0.78,0.78,0.78
17,22,51,57,0.77,0.77,0.77
15,27,50,51,0.56,0.56,0.56
21,27,50,49,0.78,0.78,0.78
20,23,50,55,0.87,0.87,0.87
22,26,49,46,0.85,0.85,0.85
21,20,50,50,1.05,1.05,1.05
18,31,50,59,0.58,0.58,0.58
17,21,51,51,0.81,0.81,0.81
20,30,51,52,0.67,0.67,0.67
16,25,48,57,0.64,0.64,0.64
18,28,48,52,0.64,0.64,0.64
19,29,50,51,0.66,0.66,0.66
6,34,29,56,0.18,0.18,0.18
6,35,31,48,0.17,0.17,0.17
6,39,28,49,0.15,0.15,0.15
7,39,30,55,0.18,0.18,0.18
4,39,29,55,0.1,0.1,0.1
5,43,27,51,0.12,0.12,0.12
2,40,27,57,0.05,0.05,0.05
3,46,24,51,0.07,0.07,0.07
14,26,37,49,0.54,0.54,0.54
17,25,47,57,0.68,0.68,0.68
11,22,45,55,0.5,0.5,0.5
11,27,50,49,0.41,0.41,0.41
16,22,46,60,0.73,0.73,0.73
13,27,50,47,0.48,0.48,0.48
16,24,50,54,0.67,0.67,0.67
12,24,45,52,0.5,0.5,0.5
10,27,43,48,0.37,0.37,0.37
16,21,47,47,0.76,0.76,0.76
20,8,82,23,2.5,2.5,2.5
10,6,84,8,1.67,1.67,1.67
9,6,83,10,1.5,1.5,1.5
4,7,78,11,0.57,0.57,0.57
6,6,81,13,1.0,1.0,1.0
4,4,71,13,1.0,1.0,1.0
2,6,92,12,0.33,0.33,0.33
6,4,65,9,1.5,1.5,1.5
5,6,88,13,0.83,0.83,0.83
7,4,90,13,1.75,1.75,1.75
4,6,84,14,0.67,0.67,0.67
5,6,88,17,0.83,0.83,0.83
4,5,75,11,0.8,0.8,0.8
2,4,74,13,0.5,0.5,0.5
4,5,91,13,0.8,0.8,0.8
3,5,89,12,0.6,0.6,0.6
3,5,93,9,0.6,0.6,0.6
4,5,69,6,0.8,0.8,0.8
3,5,92,8,0.6,0.6,0.6
4,6,83,8,0.67,0.67,0.67
4,5,92,14,0.8,0.8,0.8
3,5,86,12,0.6,0.6,0.6
2,5,76,11,0.4,0.4,0.4
4,6,84,9,0.67,0.67,0.67
2,2,73,9,1.0,1.0,1.0
1,3,89,14,0.33,0.33,0.33
2,5,82,8,0.4,0.4,0.4
2,5,82,10,0.4,0.4,0.4
2,2,87,6,1.0,1.0,1.0
1,4,81,8,0.25,0.25,0.25
3,4,89,9,0.75,0.75,0.75
3,3,72,10,1.0,1.0,1.0
2,4,77,7,0.5,0.5,0.5
5,4,82,8,1.25,1.25,1.25
2,2,72,11,1.0,1.0,1.0
3,6,70,10,0.5,0.5,0.5
1,4,88,8,0.25,0.25,0.25
3,4,83,13,0.75,0.75,0.75
1,4,86,10,0.25,0.25,0.25
2,5,85,8,0.4,0.4,0.4
2,5,81,8,0.4,0.4,0.4
2,5,88,10,0.4,0.4,0.4
2,5,79,10,0.4,0.4,0.4
1,5,90,7,0.2,0.2,0.2
2,6,87,4,0.33,0.33,0.33
2,4,90,4,0.5,0.5,0.5
1,3,76,4,0.33,0.33,0.33
3,3,83,3,1.0,1.0,1.0
2,4,90,3,0.5,0.5,0.5
2,4,89,3,0.5,0.5,0.5
3,3,89,5,1.0,1.0,1.0
3,4,76,9,0.75,0.75,0.75
1,5,79,3,0.2,0.2,0.2
1,5,88,10,0.2,0.2,0.2
2,5,76,4,0.4,0.4,0.4
1,6,72,3,0.17,0.17,0.17
2,5,73,6,0.4,0.4,0.4
1,3,70,6,0.33,0.33,0.33
1,5,74,8,0.2,0.2,0.2
2,4,79,16,0.5,0.5,0.5
1,4,88,11,0.25,0.25,0.25
2,4,79,4,0.5,0.5,0.5
2,4,83,11,0.5,0.5,0.5
1,3,78,9,0.33,0.33,0.33
1,5,78,16,0.2,0.2,0.2
1,4,82,12,0.25,0.25,0.25
2,5,69,13,0.4,0.4,0.4
9,5,53,27,1.8,1.8,1.8
8,5,57,27,1.6,1.6,1.6
10,8,52,20,1.25,1.25,1.25
5,9,59,26,0.56,0.56,0.56
10,8,61,21,1.25,1.25,1.25
12,4,71,23,3.0,3.0,3.0
